date,ticker,return,year,name,esg,e,s,g,sector,industry
2022-01-31,A,-0.1273407709456288,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-02-28,A,-0.0630801492149047,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-03-31,A,0.015111913511943,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-04-30,A,-0.098692617131339,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-05-31,A,0.0711852685110601,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-06-30,A,-0.0689087539892671,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-07-31,A,0.1290733783130517,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-08-31,A,-0.0419305112313285,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-09-30,A,-0.0522416623502177,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-10-31,A,0.1382149831473045,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-11-30,A,0.1221408630367386,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2022-12-31,A,-0.0343915146906718,2022,AGILENT TECHS.,45.17,79.31,40.12,70.19,Healthcare,Diagnostics & Research
2023-01-31,A,0.017753389754376,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-02-28,A,-0.0664780382866937,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-03-31,A,-0.0255690054472226,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-04-30,A,-0.021034994684403,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-05-31,A,-0.1445142674604941,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-06-30,A,0.0395954204173072,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-07-31,A,0.0145740042942752,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-08-31,A,-0.0057483975183031,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-09-30,A,-0.0764020819645362,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-10-31,A,-0.0755679101377385,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-11-30,A,0.2388281792139097,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2023-12-31,A,0.0878715477117579,2023,AGILENT TECHS.,46.06,80.86,33.24,76.68,Healthcare,Diagnostics & Research
2020-02-29,AAPL,-0.1167971616560806,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-03-31,AAPL,-0.067554046244513,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-04-30,AAPL,0.1553736701865364,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-05-31,AAPL,0.0821648997269115,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-06-30,AAPL,0.1504923350279292,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-07-31,AAPL,0.1651314124804213,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-08-31,AAPL,0.2143799548949905,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-09-30,AAPL,-0.1009083673633831,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-10-31,AAPL,-0.0600119300248924,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-11-30,AAPL,0.0936066344626844,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2020-12-31,AAPL,0.1164964983171332,2020,APPLE,73.16,52.75,39.14,67.45,Technology,Consumer Electronics
2021-01-31,AAPL,-0.005501284448148,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-02-28,AAPL,-0.0810855082440016,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-03-31,AAPL,0.0088452276476895,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-04-30,AAPL,0.076217503855863,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-05-31,AAPL,-0.0521071290675264,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-06-30,AAPL,0.1009759442920448,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-07-31,AAPL,0.0649825758929212,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-08-31,AAPL,0.0409298596696341,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-09-30,AAPL,-0.0666404929441578,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-10-31,AAPL,0.0586574602040161,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-11-30,AAPL,0.1034710056241849,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2021-12-31,AAPL,0.0757966005455565,2021,APPLE,73.67,45.16,46.36,67.07,Technology,Consumer Electronics
2022-01-31,AAPL,-0.0157121497734451,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-02-28,AAPL,-0.0552694693027464,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-03-31,AAPL,0.0588205657478,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-04-30,AAPL,-0.0971305603079555,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-05-31,AAPL,-0.0558834159300664,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-06-30,AAPL,-0.080080128528451,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-07-31,AAPL,0.1886337546706993,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-08-31,AAPL,-0.0325517097647098,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-09-30,AAPL,-0.1197561517423859,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-10-31,AAPL,0.1095515100377864,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-11-30,AAPL,-0.0346287798443109,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2022-12-31,AAPL,-0.120816824816191,2022,APPLE,70.65,44.67,47.03,69.02,Technology,Consumer Electronics
2023-01-31,AAPL,0.1105211527299332,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-02-28,AAPL,0.0216231824939752,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-03-31,AAPL,0.1203567185074756,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-04-30,AAPL,0.028987400643881,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-05-31,AAPL,0.0446132417417757,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-06-30,AAPL,0.0958437013871371,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-07-31,AAPL,0.0127854797461057,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-08-31,AAPL,-0.0436752268449873,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-09-30,AAPL,-0.0874477016684088,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-10-31,AAPL,-0.0025699002416037,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-11-30,AAPL,0.1123149570116106,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2023-12-31,AAPL,0.014917574681655,2023,APPLE,70.11,52.72,47.27,66.26,Technology,Consumer Electronics
2020-02-29,ABBV,0.0721797920639777,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-03-31,ABBV,-0.1110725379998337,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-04-30,ABBV,0.0788821501821781,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-05-31,ABBV,0.1441857744639039,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-06-30,ABBV,0.0594580917216098,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-07-31,ABBV,-0.0333058395018439,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-08-31,ABBV,0.0213767182668744,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-09-30,ABBV,-0.0854128492312499,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-10-31,ABBV,-0.0284280782153043,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-11-30,ABBV,0.2456428115971414,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2020-12-31,ABBV,0.0245743941710128,2020,ABBVIE,84.64,49.41,56.83,49.08,Healthcare,Drug Manufacturers - General
2021-01-31,ABBV,-0.0435837999338398,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-02-28,ABBV,0.0636231719765818,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-03-31,ABBV,0.0044552898252028,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-04-30,ABBV,0.0303084833775661,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-05-31,ABBV,0.0275907614629997,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-06-30,ABBV,-0.0049469970882232,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-07-31,ABBV,0.0324928702527065,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-08-31,ABBV,0.0500989123148751,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-09-30,ABBV,-0.1068884869578007,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-10-31,ABBV,0.0630386583434612,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-11-30,ABBV,0.017507589290072,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2021-12-31,ABBV,0.1745313054606363,2021,ABBVIE,84.0,50.97,61.16,55.33,Healthcare,Drug Manufacturers - General
2022-01-31,ABBV,0.0110046692316654,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-02-28,ABBV,0.0906813694280792,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-03-31,ABBV,0.0970427945931819,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-04-30,ABBV,-0.0939486095421271,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-05-31,ABBV,0.0118636540044794,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-06-30,ABBV,0.0392890111006292,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-07-31,ABBV,-0.0630064782503894,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-08-31,ABBV,-0.0542975513169148,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-09-30,ABBV,-0.0018593110038161,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-10-31,ABBV,0.090827481304315,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-11-30,ABBV,0.112159137100547,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2022-12-31,ABBV,0.0026679089929104,2022,ABBVIE,83.81,52.0,58.71,64.89,Healthcare,Drug Manufacturers - General
2023-01-31,ABBV,-0.0857618886283007,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-02-28,ABBV,0.05152579672965,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-03-31,ABBV,0.0355425852973705,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-04-30,ABBV,-0.0517663258789392,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-05-31,ABBV,-0.0786844727257504,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-06-30,ABBV,-0.0234127233681566,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-07-31,ABBV,0.1102202180920504,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-08-31,ABBV,-0.006623560124172,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-09-30,ABBV,0.014289587608453,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-10-31,ABBV,-0.0528648223562236,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-11-30,ABBV,0.0186661410808985,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2023-12-31,ABBV,0.0883486512228923,2023,ABBVIE,86.21,53.78,58.94,58.41,Healthcare,Drug Manufacturers - General
2021-01-31,ABNB,0.2508855658406859,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-02-28,ABNB,0.1237270632062683,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-03-31,ABNB,-0.0892173642722062,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-04-30,ABNB,-0.0810364772251575,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-05-31,ABNB,-0.1870766693380516,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-06-30,ABNB,0.0907407838105545,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-07-31,ABNB,-0.0596186817239183,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-08-31,ABNB,0.0762447844257567,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-09-30,ABNB,0.0823278537621494,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-10-31,ABNB,0.0173472647517698,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-11-30,ABNB,0.0110159942791612,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2021-12-31,ABNB,-0.0350642635237368,2021,AIRBNB A,35.12,66.52,80.52,62.03,Consumer Cyclical,Travel Services
2022-01-31,ABNB,-0.0751997348752264,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-02-28,ABNB,-0.0161070059614028,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-03-31,ABNB,0.1338041341254459,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-04-30,ABNB,-0.1079994666175334,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-05-31,ABNB,-0.2110828441361723,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-06-30,ABNB,-0.2630098468863178,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-07-31,ABNB,0.2458464422510173,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-08-31,ABNB,0.0192827475663863,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-09-30,ABNB,-0.0714285858811017,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-10-31,ABNB,0.0178027678054371,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-11-30,ABNB,-0.0446170059776315,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2022-12-31,ABNB,-0.1629136429320837,2022,AIRBNB A,33.46,60.36,75.55,66.36,Consumer Cyclical,Travel Services
2023-01-31,ABNB,0.2995321708813048,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-02-28,ABNB,0.1095310782296179,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-03-31,ABNB,0.0090850321031161,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-04-30,ABNB,-0.0380225345572009,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-05-31,ABNB,-0.0827275146432482,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-06-30,ABNB,0.1675321816656407,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-07-31,ABNB,0.1874999851174423,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-08-31,ABNB,-0.1356199425622252,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-09-30,ABNB,0.0430254924424629,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-10-31,ABNB,-0.1378908597956338,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-11-30,ABNB,0.0680530506387593,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2023-12-31,ABNB,0.0775684924475392,2023,AIRBNB A,30.74,66.36,83.55,61.82,Consumer Cyclical,Travel Services
2020-02-29,ABT,-0.1122658429119799,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-03-31,ABT,0.0244059559124583,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-04-30,ABT,0.1670261161674995,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-05-31,ABT,0.0350710764852852,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-06-30,ABT,-0.0367676613011273,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-07-31,ABT,0.1007326674526531,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-08-31,ABT,0.0919614034507099,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-09-30,ABT,-0.0058464941125975,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-10-31,ABT,-0.0341819746731755,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-11-30,ABT,0.0330199458972448,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2020-12-31,ABT,0.0117353613739892,2020,ABBOTT LABORATORIES,79.99,52.71,57.77,41.06,Healthcare,Medical Devices
2021-01-31,ABT,0.1287788231613531,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-02-28,ABT,-0.0269232247897719,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-03-31,ABT,0.000500910895423,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-04-30,ABT,0.0020027098384569,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-05-31,ABT,-0.0249976554654945,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-06-30,ABT,-0.0061720879038755,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-07-31,ABT,0.0435606393635243,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-08-31,ABT,0.0485295579224782,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-09-30,ABT,-0.0652053004064942,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-10-31,ABT,0.0910859817867448,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-11-30,ABT,-0.0204391534865966,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2021-12-31,ABT,0.1190267566595455,2021,ABBOTT LABORATORIES,69.64,52.11,66.77,46.41,Healthcare,Medical Devices
2022-01-31,ABT,-0.0943584348855876,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-02-28,ABT,-0.0503257888844674,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-03-31,ABT,-0.0187365425829463,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-04-30,ABT,-0.0410611235947586,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-05-31,ABT,0.0390144733416477,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-06-30,ABT,-0.0750041484018855,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-07-31,ABT,0.0017485379207589,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-08-31,ABT,-0.052680212454937,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-09-30,ABT,-0.0573794694311805,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-10-31,ABT,0.0225300825898677,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-11-30,ABT,0.0924559673749365,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2022-12-31,ABT,0.0205427882598936,2022,ABBOTT LABORATORIES,73.18,49.27,69.13,52.09,Healthcare,Medical Devices
2023-01-31,ABT,0.0069224062284343,2023,ABBOTT LABORATORIES,80.18,48.49,64.2,54.07,Healthcare,Medical Devices
2023-02-28,ABT,-0.0757073277793527,2023,ABBOTT LABORATORIES,80.18,48.49,64.2,54.07,Healthcare,Medical Devices
2023-03-31,ABT,-0.0045221477435446,2023,ABBOTT LABORATORIES,80.18,48.49,64.2,54.07,Healthcare,Medical Devices
2023-04-30,ABT,0.0909539133147829,2023,ABBOTT LABORATORIES,80.18,48.49,64.2,54.07,Healthcare,Medical Devices
2023-05-31,ABT,-0.0720580472299519,2023,ABBOTT LABORATORIES,80.18,48.49,64.2,54.07,Healthcare,Medical Devices
2023-06-30,ABT,0.0688235143040865,2023,ABBOTT LABORATORIES,80.18,48.49,64.2,54.07,Healthcare,Medical Devices
2023-07-31,ABT,0.0211887495084837,2023,ABBOTT LABORATORIES,80.18,48.49,64.2,54.07,Healthcare,Medical Devices
